14041 / 3250 / 3453 sentences in train / dev / test.
Loaded 400000 pretrained embeddings.
word_to_id: 17493
Training Start at 2020/03/20 00:00:36
# Model Parameters: 2236655
Train: new_F: 0.9157764293650116 best_F: 0.9157764293650116 
Dev: new_F: 0.8678598955211099 best_F: 0.8678598955211099 
Test: new_F: 0.8279715238352707 best_F: 0.8279715238352707 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 00:08:55
Train: new_F: 0.9466774647286987 best_F: 0.9466774647286987 
Dev: new_F: 0.896108291032149 best_F: 0.896108291032149 
Test: new_F: 0.845082991254685 best_F: 0.845082991254685 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 00:17:13
Train: new_F: 0.9599453411905373 best_F: 0.9599453411905373 
Dev: new_F: 0.8977823094570483 best_F: 0.8977823094570483 
Test: new_F: 0.8498745969186671 best_F: 0.8498745969186671 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 00:25:25
Train: new_F: 0.9722412025965153 best_F: 0.9722412025965153 
Dev: new_F: 0.9095250277138227 best_F: 0.9095250277138227 
Test: new_F: 0.8544600938967136 best_F: 0.8544600938967136 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 00:33:38
Train: new_F: 0.9775673831456841 best_F: 0.9775673831456841 
Dev: new_F: 0.9147882513661202 best_F: 0.9147882513661202 
Test: new_F: 0.8599513030931555 best_F: 0.8599513030931555 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 00:43:44
Train: new_F: 0.9797684780523164 best_F: 0.9797684780523164 
Dev: new_F: 0.910594050967357 best_F: 0.9147882513661202 
Test: new_F: 0.8660368870895186 best_F: 0.8660368870895186 
Train: new_F: 0.9800375362566115 best_F: 0.9800375362566115 
Dev: new_F: 0.9131843765990109 best_F: 0.9147882513661202 
Test: new_F: 0.8595323741007195 best_F: 0.8660368870895186 
Train: new_F: 0.9822765372064751 best_F: 0.9822765372064751 
Dev: new_F: 0.9120149761742682 best_F: 0.9147882513661202 
Test: new_F: 0.862028620286203 best_F: 0.8660368870895186 
Train: new_F: 0.9825384303775878 best_F: 0.9825384303775878 
Dev: new_F: 0.9140922556072789 best_F: 0.9147882513661202 
