14041 / 3250 / 3453 sentences in train / dev / test.
Loaded 400000 pretrained embeddings.
word_to_id: 17493
Training Start at 2020/03/19 15:17:11
# Model Parameters: 1911455
Train: new_F: 0.8634714859092958 best_F: 0.8634714859092958 
Dev: new_F: 0.7744212066442896 best_F: 0.7744212066442896 
Test: new_F: 0.7041998551774077 best_F: 0.7041998551774077 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 15:32:40
Train: new_F: 0.9355381763164063 best_F: 0.9355381763164063 
Dev: new_F: 0.851763907734057 best_F: 0.851763907734057 
Test: new_F: 0.7849567774708136 best_F: 0.7849567774708136 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 15:47:56
Train: new_F: 0.9491452991452991 best_F: 0.9491452991452991 
Dev: new_F: 0.8376214005793151 best_F: 0.851763907734057 
Test: new_F: 0.7495274952749528 best_F: 0.7849567774708136 
Train: new_F: 0.9649268510828595 best_F: 0.9649268510828595 
Dev: new_F: 0.8656186612576064 best_F: 0.8656186612576064 
Test: new_F: 0.7955436720142602 best_F: 0.7955436720142602 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 16:18:04
Train: new_F: 0.9730501288906879 best_F: 0.9730501288906879 
Dev: new_F: 0.8725548310610551 best_F: 0.8725548310610551 
Test: new_F: 0.8025033527045149 best_F: 0.8025033527045149 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 16:36:44
Train: new_F: 0.9712823792772627 best_F: 0.9730501288906879 
Dev: new_F: 0.8679694137638062 best_F: 0.8725548310610551 
Test: new_F: 0.7905308464849354 best_F: 0.8025033527045149 
Train: new_F: 0.9712360604703725 best_F: 0.9730501288906879 
Dev: new_F: 0.8603542234332425 best_F: 0.8725548310610551 
Test: new_F: 0.7821782178217823 best_F: 0.8025033527045149 
Train: new_F: 0.9752513204975294 best_F: 0.9752513204975294 
Dev: new_F: 0.8740390301596689 best_F: 0.8740390301596689 
Test: new_F: 0.806508980971012 best_F: 0.806508980971012 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 16:52:30
Train: new_F: 0.975498453992963 best_F: 0.975498453992963 
Dev: new_F: 0.8668478260869565 best_F: 0.8740390301596689 
Test: new_F: 0.7935796269727402 best_F: 0.806508980971012 
Train: new_F: 0.9784641601874534 best_F: 0.9784641601874534 
Dev: new_F: 0.8739538422520923 best_F: 0.8740390301596689 
Test: new_F: 0.8090990187332737 best_F: 0.8090990187332737 
Train: new_F: 0.9778762948122256 best_F: 0.9784641601874534 
Dev: new_F: 0.8759322033898305 best_F: 0.8759322033898305 
Test: new_F: 0.8164324711357737 best_F: 0.8164324711357737 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 17:07:44
Train: new_F: 0.9791724402566672 best_F: 0.9791724402566672 
Dev: new_F: 0.8703420112302195 best_F: 0.8759322033898305 
Test: new_F: 0.7989208633093526 best_F: 0.8164324711357737 
Train: new_F: 0.97978505629478 best_F: 0.97978505629478 
Dev: new_F: 0.8713629402756508 best_F: 0.8759322033898305 
Test: new_F: 0.7933735482128388 best_F: 0.8164324711357737 
Train: new_F: 0.9824613745338306 best_F: 0.9824613745338306 
Dev: new_F: 0.8822483704393465 best_F: 0.8822483704393465 
Test: new_F: 0.8051391862955032 best_F: 0.8164324711357737 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 17:22:57
Train: new_F: 0.9802816901408451 best_F: 0.9824613745338306 
Dev: new_F: 0.873251450017059 best_F: 0.8822483704393465 
Test: new_F: 0.7989174560216509 best_F: 0.8164324711357737 
Train: new_F: 0.9823042810847689 best_F: 0.9824613745338306 
Dev: new_F: 0.8782549881636793 best_F: 0.8822483704393465 
Test: new_F: 0.8051368946758226 best_F: 0.8164324711357737 
Train: new_F: 0.983689047141852 best_F: 0.983689047141852 
Dev: new_F: 0.869284378718341 best_F: 0.8822483704393465 
Test: new_F: 0.8008972633467923 best_F: 0.8164324711357737 
Train: new_F: 0.9840985633286439 best_F: 0.9840985633286439 
Dev: new_F: 0.8788574343279775 best_F: 0.8822483704393465 
Test: new_F: 0.8065008530124809 best_F: 0.8164324711357737 
Train: new_F: 0.9852903555896648 best_F: 0.9852903555896648 
Dev: new_F: 0.8845338084330194 best_F: 0.8845338084330194 
Test: new_F: 0.8128639254680641 best_F: 0.8164324711357737 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 17:48:06
Train: new_F: 0.9833269370176112 best_F: 0.9852903555896648 
Dev: new_F: 0.8757296337027325 best_F: 0.8845338084330194 
Test: new_F: 0.8060579064587974 best_F: 0.8164324711357737 
Train: new_F: 0.9863510343356793 best_F: 0.9863510343356793 
